0, 0, 4.8618947365289278e-01, 0.0000000000000000e+00
1, 0, -3.0563618194379560e-01, 0.0000000000000000e+00
1, 1, -4.3823235817549749e-01, 6.0027262391086418e-02
2, 0, -4.7976665969307458e-01, 0.0000000000000000e+00
2, 1, -4.1711924223313279e-01, -1.1273906371641415e-01
2, 2, 4.2016607438079730e-02, 1.5163493661484267e-01
3, 0, -3.1102790491396082e-01, 0.0000000000000000e+00
3, 1, 1.1259836056256323e+00, 4.2472191042903484e-01
3, 2, -4.6738888337934004e-01, -9.8097282107189676e-01
3, 3, -2.8562291914630872e-01, 3.6497055716317901e-03
4, 0, 1.1989718528346747e+00, 0.0000000000000000e+00
4, 1, 2.2911870646847723e-01, -1.0044138919678355e-02
4, 2, -8.9240037994051402e-01, -9.4504414483109878e-01
4, 3, 5.2457900373037047e-01, -3.1294654203882229e-02
4, 4, -1.7394171981654971e-01, -3.6002458572425802e-02
5, 0, 5.7091183689193903e-01, 0.0000000000000000e+00
5, 1, -5.0348447490027814e-01, -1.0571232604267684e+00
5, 2, -2.3406314216630345e-01, 6.5476974914347075e-01
5, 3, 2.1898435356873254e+00, 3.8724735140508365e-01
5, 4, -3.7939322465114633e-01, -5.3371762027364289e-01
5, 5, -1.2387883880798060e-02, 1.9089882601931712e-02
6, 0, 1.1332046925151740e+00, 0.0000000000000000e+00
6, 1, -5.4684597408445978e-01, -2.3720435919079721e+00
6, 2, 6.2406319916442765e-01, 1.1751765109298200e+00
6, 3, 4.4548593726855240e-01, 1.2757557212250858e+00
6, 4, 3.1800799902818033e-01, -8.1067718754867102e-01
6, 5, -3.4979708052262753e-01, 6.3689920013471757e-01
6, 6, -8.4835666524496034e-02, -5.2073264944799434e-02
7, 0, 9.8472246328419544e-01, 0.0000000000000000e+00
7, 1, -3.6600778581867159e-02, -8.3876689382522951e-01
7, 2, 9.4605571473760433e-02, -2.1255576060056214e-01
7, 3, -1.8239581740211148e+00, 3.3277375999640907e-01
7, 4, -6.8339705705250775e-01, -8.8137334040861570e-01
7, 5, 2.4938118764931538e-01, 1.1662405838323084e+00
7, 6, 4.3574882593159031e-01, 1.3155867150157871e-01
7, 7, 1.2600860192329710e-01, -1.5296694390704260e-01
8, 0, 1.1793392991190601e+00, 0.0000000000000000e+00
8, 1, -1.9299088975244385e+00, 3.1402309700575842e-01
8, 2, -5.8115191338500249e-01, 7.9050428588330923e-01
8, 3, -8.0280917456582512e-01, -8.1216656776936424e-01
8, 4, 8.9474955169488932e-02, -2.2720998558021030e-01
8, 5, -4.4629828950990930e-01, -1.8553552455839403e-01
8, 6, 7.9981481688245259e-01, -2.6849309804403704e-01
8, 7, -8.5204817189940785e-01, 2.6478013961505220e-01
8, 8, -4.9032023954563707e-02, -6.5314271102244512e-02
9, 0, 8.4323678907919430e-01, 0.0000000000000000e+00
9, 1, -3.8589082606788083e+00, -2.1252576584004987e-01
9, 2, -1.1896621111029906e+00, 2.1270264857640742e+00
9, 3, 1.3523374155188832e+00, -8.1805808696035986e-01
9, 4, 8.7110416879303776e-01, 7.3541096606998524e-01
9, 5, -8.4453490896328320e-01, -3.7658821317850810e-01
9, 6, 8.6451058268331493e-01, -1.8798389916476255e+00
9, 7, -1.6778606862045264e+00, 8.2584802461390161e-01
9, 8, 4.6731749119504495e-01, 2.4344911314213569e-01
9, 9, 2.7328346505697824e-02, -1.0410694652443493e-02
10, 0, -8.9975219421347807e-01, 0.0000000000000000e+00
10, 1, -4.5386919181370571e+00, -1.3991086268973221e+00
10, 2, 1.6156617023522957e+00, 2.5357150444573802e+00
10, 3, 2.0954987719259344e+00, -1.1798445577856205e+00
10, 4, -3.3599638552623357e-01, 2.2580018691713463e-01
10, 5, -8.9261391773326193e-01, 1.2265446622254841e-01
10, 6, 9.0585197002641249e-01, -3.1658313793573273e-01
10, 7, -4.7105872446434011e-01, 6.9080338118306284e-01
10, 8, 5.2122813440599192e-01, 2.2548364498554430e-01
10, 9, -7.3508828158613537e-01, 4.6108869474289144e-01
10, 10, -3.2636216577211635e-02, -1.4730267305130173e-02
11, 0, -3.0843773347419550e+00, 0.0000000000000000e+00
11, 1, -5.8077023204107514e-01, 4.7771422893378740e-02
11, 2, 5.0849133716237551e+00, 8.5198145508330225e-01
11, 3, -6.6353261642238759e-01, -1.4200303725539964e+00
11, 4, -2.0261917230183943e+00, -1.7495654817193831e-01
11, 5, 6.2002485557896947e-01, -3.8859140618317123e-01
11, 6, 5.9351129448875950e-01, 1.7732056482979719e+00
11, 7, -1.4236787199586384e-01, 4.9211261587857430e-01
11, 8, 6.4708232323204196e-01, -4.4082992630639489e-01
11, 9, -1.2956914901038421e+00, 3.9339245169190112e-01
11, 10, 3.3681499995841802e-01, -2.0450895866599111e-01
11, 11, 9.3568784089877718e-02, 1.2442109160198471e-02
12, 0, -3.1378832587709704e+00, 0.0000000000000000e+00
12, 1, 1.8975666746138520e+00, 9.3283578975218939e-02
12, 2, 4.4335421569210958e+00, 2.2191848948936075e-03
12, 3, -2.9855008735723261e+00, -1.2165715858838280e+00
12, 4, -1.6750683355264682e+00, 5.5139827919727569e-01
12, 5, 2.5390142138170968e+00, -1.0021221455080582e+00
12, 6, -5.3086957302270688e-01, 1.5694098974601565e+00
12, 7, -6.0205941063430114e-02, -4.6719191169495206e-01
12, 8, 5.0738349561336493e-01, -3.6415064545369424e-01
12, 9, -3.8403721738528601e-01, -1.0851632995234309e-03
12, 10, 6.3241023728410251e-01, -1.1324145886237518e+00
12, 11, -4.6026665243867326e-01, 7.2000311919005600e-01
12, 12, -2.6329434823340419e-02, 2.3595277962198784e-02
13, 0, -1.2640095658398460e+00, 0.0000000000000000e+00
13, 1, 4.5533393076041220e+00, 6.4134685991129470e-01
13, 2, 7.9390468649441659e-01, 6.3242873828876012e-01
13, 3, -2.7665687578087543e+00, -4.6577534189682995e-01
13, 4, 1.8193076810704620e+00, 1.1851070006655344e+00
13, 5, 1.0261954663278154e+00, -1.1959594543061671e+00
13, 6, -1.3868670612235701e+00, 6.3213239609999294e-01
13, 7, -8.4696037530694018e-02, -9.9058429195010334e-01
13, 8, 1.6081884377458042e-01, 6.4123255411800284e-01
13, 9, 7.1022068670223026e-01, -1.2945489313926070e-01
13, 10, 1.2039616487445648e+00, -1.6252962796152175e+00
13, 11, -1.4832530364971459e+00, 7.8602022606960809e-01
13, 12, 1.4996826235587200e+00, -4.9888725401947015e-01
13, 13, 2.3124618265849696e-02, 3.4379201521942571e-02
14, 0, -6.4772335207456100e-01, 0.0000000000000000e+00
14, 1, 3.7476711483673046e+00, -3.8461634621580160e-01
14, 2, -2.1039233454628041e+00, 2.7499812548845579e+00
14, 3, -3.1903732694960376e+00, -1.0275303206245920e+00
14, 4, 4.4739706624807818e+00, -1.1492155330546606e-01
14, 5, -1.0434885478078515e+00, 5.5462073780631460e-01
14, 6, -5.4796804157669499e-01, 1.1298784915804680e-01
14, 7, 5.8058661429996072e-01, -9.2601859598650760e-01
14, 8, 1.7149683818769115e-01, 8.3754231474223062e-02
14, 9, -1.6814823914835419e-01, -1.1496708052009168e+00
14, 10, 9.7817965206252089e-01, 1.2480682622730473e-01
14, 11, -1.8406184702597235e+00, 1.2069219352134983e+00
14, 12, 1.3836275864498837e+00, -1.0421877182441917e+00
14, 13, 1.1091687425849822e-01, 7.0733400518109268e-01
14, 14, 5.2256720214930982e-02, -5.4288616304263425e-02
15, 0, 2.8866101357574601e+00, 0.0000000000000000e+00
15, 1, 1.9773527670399373e+00, 7.6066555397750502e-01
15, 2, -3.6002415182288012e+00, 4.1215012436027748e-01
15, 3, -1.8876435545804260e+00, -1.4705301029023516e+00
15, 4, 3.2986694247617883e+00, -1.6346508830763156e+00
15, 5, -2.3807278917204941e+00, 1.2529872382084271e+00
15, 6, 4.2021978427532573e-03, 4.7618822850135539e-01
15, 7, 1.0569066013470314e+00, -6.1417397649012673e-01
15, 8, -5.4560607793166715e-01, -2.5316543778988093e-01
15, 9, 2.6183283541580060e-01, -1.8316448202225299e-01
15, 10, -8.5399122831135488e-01, -5.0041981053495144e-01
15, 11, -1.3810630737841374e+00, 2.3208955374074827e+00
15, 12, 1.4624557815761945e+00, -4.2323054573180990e-01
15, 13, -1.5757166714526489e+00, 1.4005982721554863e-01
15, 14, 6.1835796890582273e-01, 4.6979826002479345e-02
15, 15, -4.0426063767943457e-02, 8.9573048336654970e-02
16, 0, 4.6788963655976046e+00, 0.0000000000000000e+00
16, 1, 3.8701094331766860e-03, 2.1785301218511162e+00
16, 2, -3.9083656910236826e+00, -1.2099527485272319e+00
